taxid	superkingdom	kingdom	phylum	class	order	family	genus	species
366602	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter sp. K31
360115	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
402626	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii
429009	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex	Ammonifex degensii
342108	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum magneticum
413999	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
375451	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Roseobacter	Roseobacter denitrificans
398511	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus pseudofirmus
357809	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium phytofermentans
406327	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus vannielii
399599	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica
398743	Bacteria	Kin_FCB group	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zunongwangia	Zunongwangia profunda
383407	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas oryzae
384616	Archaea	Kin_TACK group	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum islandicum
342451	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus
396513	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus carnosus
406818	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus bovienii
397945	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax citrulli
431946	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
347253	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
380703	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas hydrophila
399726	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter sp. X514
403957	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus sp. SK37
413996	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis
418136	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
349747	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pseudotuberculosis
396595	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio sp. K90mix
386415	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium novyi
365046	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter tataouinensis
380358	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas albilineans
360094	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas oryzae
423212	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila
412694	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
415426	Archaea	Kin_TACK group	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Hyperthermus	Hyperthermus butylicus
355277	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira borgpetersenii
398580	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Dinoroseobacter	Dinoroseobacter shibae
342616	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
391626	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Octadecabacter	Octadecabacter antarcticus
381764	Bacteria	Kin_of_Thermotogae	Thermotogae	Thermotogae	Thermotogales	Fervidobacteriaceae	Fervidobacterium	Fervidobacterium nodosum
347255	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia africae
367190	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia similis
419665	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus aeolicus
392500	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella woodyi
395963	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Beijerinckia	Beijerinckia indica
374847	Archaea	Kin_TACK group	Candidatus Korarchaeota	Cla_of_Candidatus Korarchaeum	Ord_of_Candidatus Korarchaeum	Fam_of_Candidatus Korarchaeum	Candidatus Korarchaeum	Candidatus Korarchaeum cryptofilum
405531	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
399742	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. 638
367110	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora crassa
427140	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc mesenteroides
393595	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	Alcanivorax borkumensis
357804	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas ingrahamii
420889	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae
414004	Archaea	Kin_TACK group	Thaumarchaeota	Cla_of_Cenarchaeales	Cenarchaeales	Cenarchaeaceae	Cenarchaeum	Cenarchaeum symbiosum
360109	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni
420662	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Fam_of_Methylibium	Methylibium	Methylibium petroleiphilum
354242	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter jejuni
370554	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
349124	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Halorhodospira	Halorhodospira halophila
391623	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus barophilus
395495	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Fam_of_Leptothrix	Leptothrix	Leptothrix cholodnii
405955	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
364106	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
404380	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Citrifermentans	Citrifermentans bemidjiense
407976	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica
374930	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae
347515	Eukaryota	Kin_Discoba	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania major
372461	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Buchnera	Buchnera aphidicola
397948	Archaea	Kin_TACK group	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Caldivirga	Caldivirga maquilingensis
418699	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus	Azoarcus olearius
362663	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
357808	Bacteria	Kin_Terrabacteria group	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Roseiflexus sp. RS-1
344612	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus clavatus
402880	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis
347258	Bacteria	Kin_Terrabacteria group	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis agalactiae
396776	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides immitis
430066	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella abortus
416276	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia massiliae
424182	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. IRBG74
360107	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter hominis
349520	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa
357544	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
462210	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
510952	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Neurospora	Neurospora tetrasperma
536056	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
454284	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides posadasii
449447	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Oscillatoriophycideae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
469371	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Thermobispora	Thermobispora bispora
521011	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanosphaerula	Methanosphaerula palustris
490759	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter	Marinobacter sp. BSs20148
434922	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Coxiella burnetii
457428	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lividans
465817	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia tasmaniensis
510831	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	Francisella tularensis
485918	Bacteria	Kin_FCB group	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis
497965	Bacteria	Kin_Terrabacteria group	Cyanobacteria	Cla_of_Oscillatoriophycideae	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece verrucosa
479435	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Propionibacteriales	Kribbellaceae	Kribbella	Kribbella flavida
464025	Eukaryota	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces cerevisiae
460265	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium nodulans
509169	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas campestris
435590	Bacteria	Kin_FCB group	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus
446462	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema	Actinosynnema mirum
482957	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia lata
471189	Bacteria	Kin_Terrabacteria group	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter pamelaeae
515619	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Gen_unclassified Lachnospiraceae	[Eubacterium] rectale
498214	Bacteria	Kin_Terrabacteria group	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium botulinum
509170	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii
511051	Bacteria	Kin_Caldiserica/Cryosericota group	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	Caldisericum exile
470137	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	Brucella suis
456999	Eukaryota	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani
469472	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides posadasii
435998	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens
502780	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Fam_Onygenales incertae sedis	Paracoccidioides	Paracoccidioides brasiliensis
481743	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. Y412MC10
439481	Archaea	Kin_of_Candidatus Thermoplasmatota	Candidatus Thermoplasmatota	Cla_of_DHVE2 group	Ord_of_DHVE2 group	Fam_DHVE2 group	Aciduliprofundum	Aciduliprofundum boonei
471857	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora viridis
523841	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mediterranei
490069	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides	Coccidioides posadasii
485915	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfohalobiaceae	Desulfohalobium	Desulfohalobium retbaense
445987	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella valaisiana
491915	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus
476282	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum
523796	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
528354	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria gonorrhoeae
443906	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis
484429	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp. YBL2
488142	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia sp. SCBI
525904	Bacteria	Kin_Terrabacteria group	Chloroflexi	Cla_of_Chloroflexi incertae sedis	Ord_of_Chloroflexi incertae sedis	Fam_Chloroflexi incertae sedis	Thermobaculum	Thermobaculum terrenum
525919	Bacteria	Kin_Terrabacteria group	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii
469383	Bacteria	Kin_Terrabacteria group	Actinobacteria	Thermoleophilia	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter woesei
521098	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidocaldarius
455488	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans
439292	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Gen_Sporolactobacillaceae incertae sedis	[Bacillus] selenitireducens
487214	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
498257	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium dahliae
515849	Eukaryota	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora anserina
525381	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
474186	Bacteria	Kin_Terrabacteria group	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
471856	Bacteria	Kin_Terrabacteria group	Actinobacteria	Actinomycetia	Micrococcales	Jonesiaceae	Jonesia	Jonesia denitrificans
488538	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Alphaproteobacteria	Ord_of_Alphaproteobacteria incertae sedis	Fam_Alphaproteobacteria incertae sedis	Candidatus Puniceispirillum	Candidatus Puniceispirillum marinum
447217	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. K
517417	Bacteria	Kin_FCB group	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum parvum
512562	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter pylori
523849	Archaea	Kin_of_Euryarchaeota	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus litoralis
515635	Bacteria	Kin_of_Dictyoglomi	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	Dictyoglomus turgidum
535722	Eukaryota	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Nannizzia	Nannizzia gypsea
455434	Bacteria	Kin_of_Spirochaetes	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum
481877	Eukaryota	Fungi	Microsporidia	Cla_of_Apansporoblastina	Ord_of_Apansporoblastina	Enterocytozoonidae	Enterocytozoon	Enterocytozoon bieneusi
481448	Bacteria	Kin_PVC group	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum infernorum
502800	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pseudotuberculosis
472759	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	Nitrosococcus halophilus
498217	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Edwardsiella	Edwardsiella tarda
529507	Bacteria	Kin_of_Proteobacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	Proteus mirabilis
525903	Bacteria	Kin_of_Synergistetes	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermanaerovibrio	Thermanaerovibrio acidaminovorans
