
code	|	name	|	preferred name	|	taxid
3	|	Bacillus weihenstephanensis WSBC 10204	|	 	|	 
2	|	Bacteriovorax marinus SJ	|	Halobacteriovorax marinus SJ	|	862908
1	|	Bacteroidales bacterium CF	|	 	|	1400053
1	|	Bacteroides dorei	|	Phocaeicola dorei	|	357276
1	|	Bacteroides fragilis 638R	|	 	|	862962
3	|	Bacteroides fragilis BOB25	|	 	|	 
1	|	Bacteroides fragilis NCTC 9343	|	 	|	272559
1	|	Bacteroides fragilis YCH46	|	 	|	295405
1	|	Bacteroides helcogenes P 36-108	|	 	|	693979
1	|	Bacteroides salanitronis DSM 18170	|	Phocaeicola salanitronis DSM 18170	|	667015
1	|	Bacteroides thetaiotaomicron VPI-5482	|	 	|	226186
1	|	Bacteroides vulgatus ATCC 8482	|	Phocaeicola vulgatus ATCC 8482	|	435590
1	|	Bacteroides xylanisolvens XB1A	|	 	|	657309
1	|	Balaenoptera acutorostrata scammoni	|	 	|	310752
3	|	Barnesiella viscericola DSM 18177 C46  DSM 18177	|	 	|	 
1	|	Bartonella australis Aust/NH1	|	 	|	1094489
3	|	Bartonella bacilliformis KC583 ATCC 35685	|	 	|	 
1	|	Bartonella clarridgeiae 73	|	 	|	696125
1	|	Bartonella grahamii as4aup	|	 	|	634504
3	|	Bartonella henselae BM1374163	|	 	|	 
3	|	Bartonella henselae BM1374165	|	 	|	 
1	|	Bartonella henselae str. Houston-1	|	 	|	283166
1	|	Bartonella quintana RM-11	|	 	|	1225179
1	|	Bartonella quintana str. Toulouse	|	 	|	283165
3	|	Bartonella tribocorum BM1374166	|	 	|	 
1	|	Bartonella tribocorum CIP 105476	|	 	|	382640
1	|	Bartonella vinsonii subsp. berkhoffii str. Winnie	|	 	|	1094497
1	|	Basilea psittacipulmonis DSM 24701	|	 	|	1072685
1	|	Batrachochytrium dendrobatidis JAM81	|	 	|	684364
1	|	Batrachochytrium dendrobatidis JEL423	|	 	|	403673
1	|	Baudoinia compniacensis UAMH 10762	|	Baudoinia panamericana UAMH 10762	|	717646
3	|	Bdellovibrio bacteriovorus 109J	|	 	|	 
1	|	Bdellovibrio bacteriovorus W	|	 	|	765869
1	|	Bdellovibrio bacteriovorus str. Tiberius	|	 	|	1069642
1	|	Bdellovibrio exovorus JSS	|	 	|	1184267
1	|	Beauveria bassiana ARSEF 2860	|	 	|	655819
1	|	Beijerinckia indica subsp. indica ATCC 9039	|	 	|	395963
1	|	Belliella baltica DSM 15883	|	 	|	866536
1	|	Beutenbergia cavernae DSM 12333	|	 	|	471853
1	|	Bibersteinia trehalosi USDA-ARS-USMARC-188	|	 	|	1263829
1	|	Bibersteinia trehalosi USDA-ARS-USMARC-189	|	 	|	1263831
1	|	Bibersteinia trehalosi USDA-ARS-USMARC-190	|	 	|	1263832
1	|	Bibersteinia trehalosi USDA-ARS-USMARC-192	|	 	|	1171377
3	|	Bifidobacterium adolescentis 22L	|	 	|	 
1	|	Bifidobacterium adolescentis ATCC 15703	|	 	|	367928
3	|	Bifidobacterium adolescentis BBMN23	|	 	|	 
3	|	Bifidobacterium animalis A6	|	 	|	 
3	|	Bifidobacterium animalis RH	|	 	|	 
1	|	Bifidobacterium animalis subsp. animalis ATCC 25527	|	 	|	703613
1	|	Bifidobacterium animalis subsp. lactis AD011	|	 	|	442563
1	|	Bifidobacterium animalis subsp. lactis ATCC 27673	|	 	|	1167629
1	|	Bifidobacterium animalis subsp. lactis B420	|	 	|	1168290
1	|	Bifidobacterium animalis subsp. lactis BB-12	|	 	|	552531
3	|	Bifidobacterium animalis subsp. lactis BF052	|	 	|	 
1	|	Bifidobacterium animalis subsp. lactis BLC1	|	 	|	1075106
1	|	Bifidobacterium animalis subsp. lactis Bi-07	|	 	|	742729
3	|	Bifidobacterium animalis subsp. lactis Bl-04 ATCC SD5219	|	 	|	 
1	|	Bifidobacterium animalis subsp. lactis Bl12	|	 	|	1281781
1	|	Bifidobacterium animalis subsp. lactis CNCM I-2494	|	 	|	1042403
1	|	Bifidobacterium animalis subsp. lactis DSM 10140	|	 	|	555970
1	|	Bifidobacterium animalis subsp. lactis KLDS2.0603	|	 	|	1316911
1	|	Bifidobacterium animalis subsp. lactis V9	|	 	|	573236
1	|	Bifidobacterium asteroides PRL2011	|	 	|	1147128
1	|	Bifidobacterium bifidum BGN4	|	 	|	484020
1	|	Bifidobacterium bifidum PRL2010	|	 	|	702459
1	|	Bifidobacterium bifidum S17	|	 	|	883062
1	|	Bifidobacterium breve 12L	|	 	|	1385938
1	|	Bifidobacterium breve 689b	|	 	|	1385942
1	|	Bifidobacterium breve ACS-071-V-Sch8b	|	 	|	866777
1	|	Bifidobacterium breve JCM 7017	|	 	|	1385939
1	|	Bifidobacterium breve JCM 7019	|	 	|	1385940
1	|	Bifidobacterium breve NCFB 2258	|	 	|	1385941
1	|	Bifidobacterium breve S27	|	 	|	936351
1	|	Bifidobacterium breve UCC2003	|	 	|	326426
3	|	Bifidobacterium coryneforme LMG18911	|	 	|	 
1	|	Bifidobacterium dentium Bd1	|	 	|	401473
1	|	Bifidobacterium indicum LMG 11587 DSM 20214	|	Bifidobacterium indicum LMG 11587 = DSM 20214	|	1341694
1	|	Bifidobacterium kashiwanohense PV20-2	|	 	|	1447716
3	|	Bifidobacterium longum 105-A	|	 	|	 
3	|	Bifidobacterium longum BXY01	|	 	|	 
1	|	Bifidobacterium longum DJO10A	|	 	|	205913
1	|	Bifidobacterium longum NCC2705	|	 	|	206672
1	|	Bifidobacterium longum subsp. infantis 157F	|	 	|	565040
1	|	Bifidobacterium longum subsp. infantis ATCC 15697 JCM 1222 DSM 20088	|	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088	|	391904
1	|	Bifidobacterium longum subsp. longum BBMN68	|	 	|	890402
1	|	Bifidobacterium longum subsp. longum F8	|	 	|	722911
1	|	Bifidobacterium longum subsp. longum GT15	|	 	|	1300227
1	|	Bifidobacterium longum subsp. longum JCM 1217	|	 	|	565042
1	|	Bifidobacterium longum subsp. longum JDM301	|	 	|	759350
1	|	Bifidobacterium longum subsp. longum KACC 91563	|	 	|	1035817
1	|	Bifidobacterium pseudolongum PV8-2	|	 	|	1447715
1	|	Bifidobacterium thermophilum RBL67	|	 	|	1254439
1	|	Bipolaris maydis ATCC 48331	|	 	|	665024
1	|	Bipolaris maydis C5	|	 	|	701091
1	|	Bipolaris sorokiniana ND90Pr	|	 	|	665912
1	|	Blastococcus saxobsidens DD2	|	 	|	1146883
1	|	Blastomyces dermatitidis ATCC 18187	|	 	|	946394
1	|	Blastomyces dermatitidis ATCC 18188	|	 	|	653446
1	|	Blastomyces dermatitidis ATCC 26199	|	 	|	447095
1	|	Blastomyces dermatitidis ER-3	|	 	|	559297
1	|	Blastomyces dermatitidis SLH14081	|	Blastomyces gilchristii SLH14081	|	559298
3	|	Blattabacterium sp. Blaberus giganteus BGIGA	|	 	|	 
1	|	Blattabacterium sp. Blatta orientalis str. Tarazona	|	Blattabacterium sp. (Blatta orientalis) str. Tarazona	|	1072467
1	|	Blattabacterium sp. Blattella germanica str. Bge	|	Blattabacterium sp. (Blattella germanica) str. Bge	|	331104
1	|	Blattabacterium sp. Cryptocercus punctulatus str. Cpu	|	Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu	|	1075399
1	|	Blattabacterium sp. Mastotermes darwiniensis str. MADAR	|	Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR	|	1074889
1	|	Blattabacterium sp. Nauphoeta cinerea	|	Blattabacterium sp. (Nauphoeta cinerea)	|	1316444
2	|	Blattabacterium sp. Panesthia angustipennis spadica str. BPAA	|	Blattabacterium cuenoti BPAA	|	1229512
1	|	Blattabacterium sp. Periplaneta americana str. BPLAN	|	Blattabacterium sp. (Periplaneta americana) str. BPLAN	|	600809
3	|	Blochmannia endosymbiont of Camponotus Colobopsis obliquus 757	|	 	|	 
3	|	Blochmannia endosymbiont of Polyrhachis Hedomyrma turneri 675	|	 	|	 
1	|	Blumeria graminis f. sp. hordei DH14	|	Blumeria hordei DH14	|	546991
1	|	Blumeria graminis f. sp. tritici 94202	|	 	|	1306135
1	|	Blumeria graminis f. sp. tritici 96224	|	 	|	1268274
1	|	Blumeria graminis f. sp. tritici JIW2	|	 	|	1306134
1	|	Bombyx mori	|	 	|	7091
1	|	Bordetella avium 197N	|	 	|	360910
1	|	Bordetella bronchiseptica 253	|	 	|	568707
1	|	Bordetella bronchiseptica MO149	|	 	|	1208658
3	|	Bordetella bronchiseptica S798	|	 	|	 
1	|	Bordetella holmesii 44057	|	 	|	1172205
1	|	Bordetella holmesii ATCC 51541	|	 	|	1247649
1	|	Bordetella parapertussis Bpp5	|	 	|	1208660
1	|	Bordetella pertussis 137	|	 	|	1403053
1	|	Bordetella pertussis 18323	|	 	|	568706
1	|	Bordetella pertussis B1917	|	 	|	743277
1	|	Bordetella pertussis CS	|	 	|	1017264
1	|	Bordetella petrii DSM 12804	|	 	|	340100
2	|	Borrelia afzelii HLJ01	|	Borreliella afzelii HLJ01	|	1239934
2	|	Borrelia afzelii K78	|	Borreliella afzelii K78	|	411555
2	|	Borrelia afzelii PKo	|	Borreliella afzelii PKo	|	390236
2	|	Borrelia afzelii Tom3107	|	Borreliella afzelii Tom3107	|	1398490
2	|	Borrelia bissettii DN127	|	Borreliella bissettii DN127	|	521010
2	|	Borrelia burgdorferi B31	|	Borreliella burgdorferi B31	|	224326
2	|	Borrelia burgdorferi CA382	|	Borreliella burgdorferi CA382	|	1328311
2	|	Borrelia burgdorferi JD1	|	Borreliella burgdorferi JD1	|	521008
2	|	Borrelia burgdorferi N40	|	Borreliella burgdorferi N40	|	521007
2	|	Borrelia burgdorferi ZS7	|	Borreliella burgdorferi ZS7	|	445985
3	|	Borrelia chilensis VA1	|	 	|	 
1	|	Borrelia crocidurae str. Achema	|	 	|	1155096
1	|	Borrelia duttonii Ly	|	 	|	412419
2	|	Borrelia garinii BgVir	|	Borreliella garinii BgVir	|	1081646
2	|	Borrelia garinii NMJW1	|	Borreliella garinii NMJW1	|	1234596
2	|	Borrelia garinii PBi	|	Borrelia garinii subsp. bavariensis PBi	|	290434
2	|	Borrelia garinii SZ	|	Borreliella garinii SZ	|	1421551
1	|	Borrelia hermsii CC1	|	 	|	1329908
3	|	Borrelia miyamotoi CT14D4	|	 	|	 
1	|	Borrelia miyamotoi LB-2001	|	 	|	1302858
1	|	Borrelia parkeri HR1	|	 	|	1435045
1	|	Borrelia recurrentis A1	|	 	|	412418
1	|	Borrelia turicatae 91E135	|	 	|	314724
2	|	Borrelia valaisiana Tom4006	|	Borreliella valaisiana Tom4006	|	1398491
2	|	Borrelia valaisiana VS116	|	Borreliella valaisiana VS116	|	445987
1	|	Bos taurus	|	 	|	9913
1	|	Botryobasidium botryosum FD-172 SS1	|	 	|	930990
1	|	Botrytis cinerea B05.10	|	 	|	332648
1	|	Botrytis cinerea BcDW1	|	 	|	1290391
1	|	Botrytis cinerea T4	|	 	|	999810
1	|	Brachybacterium faecium DSM 4810	|	 	|	446465
3	|	Brachypodium distachyon Bd21	|	 	|	 
3	|	Brachyspira hyodysenteriae WA1 ATCC 49526	|	 	|	 
1	|	Brachyspira intermedia PWS/A	|	 	|	1045858
1	|	Brachyspira murdochii DSM 12563	|	 	|	526224
1	|	Brachyspira pilosicoli 95/1000	|	 	|	759914
1	|	Brachyspira pilosicoli B2904	|	 	|	1133568
1	|	Brachyspira pilosicoli P43/6/78	|	 	|	1042417
1	|	Brachyspira pilosicoli WesB	|	 	|	1161918
3	|	Bradyrhizobium diazoefficiens USDA 110 USDA110	|	 	|	 
3	|	Bradyrhizobium japonicum E109	|	 	|	 
1	|	Bradyrhizobium japonicum SEMIA 5079	|	 	|	476282
1	|	Bradyrhizobium japonicum USDA 6	|	 	|	1037409
1	|	Bradyrhizobium oligotrophicum S58	|	 	|	1245469
1	|	Bradyrhizobium sp. BTAi1	|	 	|	288000
3	|	Bradyrhizobium sp. ORS 278 ORS278	|	 	|	 
1	|	Bradyrhizobium sp. S23321	|	Bradyrhizobium cosmicum	|	1404864
1	|	Branchiostoma floridae	|	 	|	7739
3	|	Brevibacillus brevis NBRC 100599 NBRC 100599 47	|	 	|	 
1	|	Brevibacillus laterosporus LMG 15441	|	 	|	1042163
1	|	Brevundimonas subvibrioides ATCC 15264	|	 	|	633149
1	|	Brucella abortus 2308	|	 	|	359391
3	|	Brucella abortus 3196	|	 	|	 
3	|	Brucella abortus 63 75	|	 	|	 
1	|	Brucella abortus A13334	|	 	|	1104320
3	|	Brucella abortus BDW	|	 	|	 
3	|	Brucella abortus BER	|	 	|	 
3	|	Brucella abortus BFY	|	 	|	 
3	|	Brucella abortus NCTC 10505	|	 	|	 
1	|	Brucella abortus S19	|	 	|	430066
3	|	Brucella abortus ZW053	|	 	|	 
1	|	Brucella abortus bv. 1 str. 9-941	|	 	|	262698
1	|	Brucella abortus bv. 2 str. 86/8/59	|	 	|	520450
1	|	Brucella abortus bv. 6 str. 870	|	 	|	520454
1	|	Brucella abortus bv. 9 str. C68	|	 	|	520455
1	|	Brucella canis ATCC 23365	|	 	|	483179
1	|	Brucella canis HSK A52141	|	 	|	1104321
3	|	Brucella canis RM6/66	|	 	|	 
3	|	Brucella canis SVA13	|	 	|	 
1	|	Brucella canis str. Oliveri	|	 	|	1408887
1	|	Brucella ceti TE10759-12	|	 	|	1423891
1	|	Brucella ceti TE28753-12	|	 	|	1407053
1	|	Brucella melitensis ATCC 23457	|	 	|	546272
1	|	Brucella melitensis M28	|	 	|	941967
1	|	Brucella melitensis M5-90	|	 	|	703352
1	|	Brucella melitensis NI	|	 	|	1029825
1	|	Brucella melitensis bv. 1 str. 16M	|	 	|	224914
1	|	Brucella melitensis bv. 2 str. 63/9	|	 	|	520465
3	|	Brucella melitensis bv. 3 str. Ether ether	|	 	|	 
1	|	Brucella microti CCM 4915	|	 	|	568815
1	|	Brucella ovis ATCC 25840	|	 	|	444178
3	|	Brucella pinnipedialis 6/566	|	 	|	 
1	|	Brucella pinnipedialis B2/94	|	 	|	520461
1	|	Brucella suis 1330	|	 	|	204722
3	|	Brucella suis 513UK	|	 	|	 
1	|	Brucella suis ATCC 23445	|	 	|	470137
3	|	Brucella suis BSP	|	 	|	 
3	|	Brucella suis Human/AR/US/1981	|	 	|	 
1	|	Brucella suis VBI22	|	 	|	1112912
3	|	Brucella suis ZW043	|	 	|	 
3	|	Brucella suis ZW046	|	 	|	 
1	|	Brucella suis bv. 1 str. S2	|	 	|	1004954
3	|	Brucella suis bv. 2 Bs143CITA	|	 	|	 
3	|	Brucella suis bv. 2 Bs364CITA	|	 	|	 
3	|	Brucella suis bv. 2 Bs396CITA	|	 	|	 
3	|	Brucella suis bv. 2 PT09143	|	 	|	 
3	|	Brucella suis bv. 2 PT09172	|	 	|	 
1	|	Brucella suis bv. 3 str. 686	|	 	|	520487
1	|	Buchnera aphidicola BCc	|	 	|	372461
1	|	Buchnera aphidicola Cinara tujafilina	|	Buchnera aphidicola (Cinara tujafilina)	|	261317
1	|	Buchnera aphidicola str. 5A Acyrthosiphon pisum	|	Buchnera aphidicola str. 5A (Acyrthosiphon pisum)	|	563178
1	|	Buchnera aphidicola str. APS Acyrthosiphon pisum	|	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	|	107806
1	|	Buchnera aphidicola str. Ak Acyrthosiphon kondoi	|	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi)	|	1005090
1	|	Buchnera aphidicola str. Bp Baizongia pistaciae	|	Buchnera aphidicola str. Bp (Baizongia pistaciae)	|	224915
1	|	Buchnera aphidicola str. F009 Myzus persicae	|	Buchnera aphidicola str. F009 (Myzus persicae)	|	1009859
1	|	Buchnera aphidicola str. G002 Myzus persicae	|	Buchnera aphidicola str. G002 (Myzus persicae)	|	1009858
1	|	Buchnera aphidicola str. JF98 Acyrthosiphon pisum	|	Buchnera aphidicola str. JF98 (Acyrthosiphon pisum)	|	713600
1	|	Buchnera aphidicola str. JF99 Acyrthosiphon pisum	|	Buchnera aphidicola str. JF99 (Acyrthosiphon pisum)	|	713601
1	|	Buchnera aphidicola str. LL01 Acyrthosiphon pisum	|	Buchnera aphidicola str. LL01 (Acyrthosiphon pisum)	|	713603
1	|	Buchnera aphidicola str. LSR1 Acyrthosiphon pisum	|	Buchnera aphidicola str. LSR1 (Acyrthosiphon pisum)	|	593275
1	|	Buchnera aphidicola str. Sg Schizaphis graminum	|	Buchnera aphidicola str. Sg (Schizaphis graminum)	|	198804
1	|	Buchnera aphidicola str. TLW03 Acyrthosiphon pisum	|	Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum)	|	713602
1	|	Buchnera aphidicola str. Tuc7 Acyrthosiphon pisum	|	Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum)	|	561501
1	|	Buchnera aphidicola str. USDA Myzus persicae	|	Buchnera aphidicola str. USDA (Myzus persicae)	|	1009856
1	|	Buchnera aphidicola str. Ua Uroleucon ambrosiae	|	Buchnera aphidicola str. Ua (Uroleucon ambrosiae)	|	1005057
1	|	Buchnera aphidicola str. W106 Myzus persicae	|	Buchnera aphidicola str. W106 (Myzus persicae)	|	1009857
1	|	Burkholderia ambifaria AMMD	|	 	|	339670
1	|	Burkholderia ambifaria MC40-6	|	 	|	398577
1	|	Burkholderia cenocepacia AU 1054	|	 	|	331271
3	|	Burkholderia cenocepacia DDS 22E-1	|	 	|	 
3	|	Burkholderia cenocepacia DWS 37E-2	|	 	|	 
1	|	Burkholderia cenocepacia H111	|	 	|	1055524
1	|	Burkholderia cenocepacia HI2424	|	 	|	331272
1	|	Burkholderia cenocepacia J2315	|	 	|	216591
1	|	Burkholderia cenocepacia MC0-3	|	 	|	406425
3	|	Burkholderia cepacia DDS 7H-2	|	 	|	 
1	|	Burkholderia cepacia GG4	|	 	|	1009846
3	|	Burkholderia cepacia LO6	|	 	|	 
1	|	Burkholderia dolosa AU0158	|	 	|	350701
3	|	Burkholderia fungorum ATCC BAA-463	|	 	|	 
3	|	Burkholderia gladioli ATCC 10248	|	 	|	 
1	|	Burkholderia gladioli BSR3	|	 	|	999541
1	|	Burkholderia glumae BGR1	|	 	|	626418
1	|	Burkholderia glumae LMG 2196 ATCC 33617	|	Burkholderia glumae LMG 2196 = ATCC 33617	|	1176492
1	|	Burkholderia glumae PG1	|	Burkholderia plantarii	|	41899
3	|	Burkholderia lata 383	|	 	|	 
3	|	Burkholderia mallei 11	|	 	|	 
3	|	Burkholderia mallei 2000031063	|	 	|	 
3	|	Burkholderia mallei 2002721276	|	 	|	 
3	|	Burkholderia mallei 2002734299	|	 	|	 
3	|	Burkholderia mallei 2002734306	|	 	|	 
3	|	Burkholderia mallei 23344	|	 	|	 
3	|	Burkholderia mallei 6	|	 	|	 
1	|	Burkholderia mallei ATCC 23344	|	 	|	243160
3	|	Burkholderia mallei BMQ	|	 	|	 
3	|	Burkholderia mallei FMH 23344	|	 	|	 
3	|	Burkholderia mallei India86-567-2	|	 	|	 
3	|	Burkholderia mallei KC 1092	|	 	|	 
1	|	Burkholderia mallei NCTC 10229	|	 	|	412022
1	|	Burkholderia mallei NCTC 10247	|	 	|	320389
1	|	Burkholderia mallei SAVP1	|	 	|	320388
1	|	Burkholderia multivorans ATCC 17616	|	 	|	395019
1	|	Burkholderia multivorans ATCC BAA-247	|	 	|	985079
3	|	Burkholderia multivorans DDS 15A-1	|	 	|	 
1	|	Burkholderia oklahomensis C6786	|	 	|	441162
1	|	Burkholderia oklahomensis EO147	|	 	|	441163
2	|	Burkholderia phenoliruptrix BR3459a	|	Paraburkholderia phenoliruptrix BR3459a	|	1229205
2	|	Burkholderia phymatum STM815	|	Paraburkholderia phymatum STM815	|	391038
2	|	Burkholderia phytofirmans PsJN	|	Paraburkholderia phytofirmans PsJN	|	398527
1	|	Burkholderia pseudomallei 1026b	|	 	|	884204
1	|	Burkholderia pseudomallei 1106a	|	 	|	357348
1	|	Burkholderia pseudomallei 1710b	|	 	|	320372
3	|	Burkholderia pseudomallei 3921	|	 	|	 
1	|	Burkholderia pseudomallei 406e	|	 	|	360118
1	|	Burkholderia pseudomallei 576	|	 	|	557724
1	|	Burkholderia pseudomallei 668	|	 	|	320373
1	|	Burkholderia pseudomallei 7894	|	 	|	441156
1	|	Burkholderia pseudomallei A79A	|	 	|	1439855
1	|	Burkholderia pseudomallei B03	|	 	|	1439854
3	|	Burkholderia pseudomallei BDP	|	 	|	 
3	|	Burkholderia pseudomallei BEJ	|	 	|	 
3	|	Burkholderia pseudomallei BGR	|	 	|	 
1	|	Burkholderia pseudomallei BPC006	|	 	|	1229785
3	|	Burkholderia pseudomallei BSR	|	 	|	 
1	|	Burkholderia pseudomallei HBPUB10134a	|	 	|	1306418
1	|	Burkholderia pseudomallei HBPUB10303a	|	 	|	1306419
1	|	Burkholderia pseudomallei K42	|	 	|	1439852
1	|	Burkholderia pseudomallei K96243	|	 	|	272560
1	|	Burkholderia pseudomallei MSHR1153	|	 	|	1437000
1	|	Burkholderia pseudomallei MSHR146	|	 	|	1249471
3	|	Burkholderia pseudomallei MSHR1655	|	 	|	 
1	|	Burkholderia pseudomallei MSHR2243	|	 	|	1435994
1	|	Burkholderia pseudomallei MSHR2543	|	 	|	1249472
1	|	Burkholderia pseudomallei MSHR305	|	 	|	1335307
1	|	Burkholderia pseudomallei MSHR346	|	 	|	536230
1	|	Burkholderia pseudomallei MSHR3965	|	 	|	1435372
1	|	Burkholderia pseudomallei MSHR491	|	 	|	1249473
1	|	Burkholderia pseudomallei MSHR511	|	 	|	1249474
1	|	Burkholderia pseudomallei MSHR520	|	 	|	1249659
1	|	Burkholderia pseudomallei MSHR5848	|	 	|	1306420
1	|	Burkholderia pseudomallei MSHR5855	|	 	|	1306421
1	|	Burkholderia pseudomallei MSHR5858	|	 	|	1306417
1	|	Burkholderia pseudomallei MSHR62	|	 	|	1435984
3	|	Burkholderia pseudomallei MSHR668	|	 	|	 
1	|	Burkholderia pseudomallei MSHR840	|	 	|	1249475
3	|	Burkholderia pseudomallei Mahidol-1106a	|	 	|	 
1	|	Burkholderia pseudomallei NAU20B-16	|	 	|	1249476
1	|	Burkholderia pseudomallei NAU35A-3	|	 	|	1249477
1	|	Burkholderia pseudomallei NCTC 13178	|	 	|	1249468
1	|	Burkholderia pseudomallei NCTC 13179	|	 	|	1241583
1	|	Burkholderia pseudomallei PB08298010	|	 	|	1249658
1	|	Burkholderia pseudomallei Pasteur 52237	|	 	|	331978
1	|	Burkholderia pseudomallei TSV 48	|	 	|	1435365
3	|	Burkholderia pseudomallei vgh07	|	 	|	 
1	|	Burkholderia rhizoxinica HKI 454	|	Mycetohabitans rhizoxinica HKI 454	|	882378
1	|	Burkholderia sp. 2002721687	|	 	|	1468409
1	|	Burkholderia sp. BGK	|	Burkholderia pseudomallei	|	28450
1	|	Burkholderia sp. CCGE1001	|	 	|	640510
1	|	Burkholderia sp. CCGE1002	|	Paraburkholderia atlantica	|	2654982
1	|	Burkholderia sp. CCGE1003	|	 	|	640512
1	|	Burkholderia sp. KJ006	|	 	|	416344
1	|	Burkholderia sp. RPE64	|	Caballeronia insecticola	|	758793
1	|	Burkholderia sp. RPE67	|	 	|	758796
1	|	Burkholderia sp. TSV202	|	Burkholderia pseudomallei	|	28450
1	|	Burkholderia sp. YI23	|	 	|	1097668
1	|	Burkholderia thailandensis 2002721643	|	 	|	1249660
1	|	Burkholderia thailandensis 2002721723	|	 	|	1241582
3	|	Burkholderia thailandensis 2003015869	|	 	|	 
1	|	Burkholderia thailandensis 34	|	 	|	1249664
1	|	Burkholderia thailandensis E254	|	 	|	1249665
3	|	Burkholderia thailandensis E264 ATCC 700388	|	 	|	 
1	|	Burkholderia thailandensis E444	|	 	|	1249662
1	|	Burkholderia thailandensis H0587	|	 	|	1249663
1	|	Burkholderia thailandensis MSMB121	|	 	|	1249661
1	|	Burkholderia thailandensis MSMB59	|	 	|	1250339
1	|	Burkholderia thailandensis USAMRU Malaysia #20	|	 	|	1249667
1	|	Burkholderia ubonensis MSMB22	|	 	|	1249668
1	|	Burkholderia vietnamiensis G4	|	 	|	269482
1	|	Burkholderia vietnamiensis LMG 10929	|	 	|	1449978
2	|	Burkholderia xenovorans LB400	|	Paraburkholderia xenovorans LB400	|	266265
1	|	Burkholderiales bacterium GJ-E10	|	 	|	1469502
1	|	Butyrivibrio fibrisolvens 16/4	|	 	|	657324
1	|	Butyrivibrio proteoclasticus B316	|	 	|	515622
1	|	Caenorhabditis brenneri	|	 	|	135651
1	|	Caenorhabditis briggsae	|	 	|	6238
1	|	Caenorhabditis elegans	|	 	|	6239
1	|	Caenorhabditis japonica	|	 	|	281687
1	|	Caenorhabditis remanei	|	 	|	31234
1	|	Caldanaerobacter subterraneus subsp. tengcongensis MB4	|	 	|	273068
1	|	Caldicellulosiruptor bescii DSM 6725	|	 	|	521460
1	|	Caldicellulosiruptor hydrothermalis 108	|	 	|	632292
1	|	Caldicellulosiruptor kristjanssonii I77R1B	|	 	|	632335
1	|	Caldicellulosiruptor kronotskyensis 2002	|	 	|	632348
1	|	Caldicellulosiruptor lactoaceticus 6A	|	 	|	632516
1	|	Caldicellulosiruptor obsidiansis OB47	|	 	|	608506
1	|	Caldicellulosiruptor owensensis OL	|	 	|	632518
1	|	Caldicellulosiruptor saccharolyticus DSM 8903	|	 	|	351627
1	|	Caldilinea aerophila DSM 14535 NBRC 104270	|	Caldilinea aerophila DSM 14535 = NBRC 104270	|	926550
1	|	Caldisericum exile AZM16c01	|	 	|	511051
1	|	Caldisphaera lagunensis DSM 15908	|	 	|	1056495
1	|	Calditerrivibrio nitroreducens DSM 19672	|	 	|	768670
1	|	Caldivirga maquilingensis IC-167	|	 	|	397948
1	|	Callithrix jacchus	|	 	|	9483
1	|	Callorhinchus milii	|	 	|	7868
1	|	Calothrix sp. PCC 6303	|	 	|	1170562
1	|	Calothrix sp. PCC 7507	|	 	|	99598
1	|	Campylobacter coli 15-537360	|	 	|	1358410
1	|	Campylobacter coli 76339	|	 	|	1367491
1	|	Campylobacter coli CVM N29710	|	 	|	1273173
3	|	Campylobacter coli FB1	|	 	|	 
1	|	Campylobacter coli RM1875	|	 	|	1183378
1	|	Campylobacter coli RM4661	|	 	|	1183379
1	|	Campylobacter coli RM5611	|	 	|	1183380
1	|	Campylobacter concisus 13826	|	 	|	360104
1	|	Campylobacter curvus 525.92	|	 	|	360105
1	|	Campylobacter fetus subsp. fetus 04/554	|	 	|	1240980
1	|	Campylobacter fetus subsp. fetus 82-40	|	 	|	360106
1	|	Campylobacter fetus subsp. testudinum 03-427	|	 	|	1244528
3	|	Campylobacter fetus subsp. testudinum pet-3	|	 	|	 
1	|	Campylobacter fetus subsp. venerealis 97/608	|	 	|	1093099
1	|	Campylobacter fetus subsp. venerealis cfvi03/293	|	 	|	1273266
1	|	Campylobacter fetus subsp. venerealis str. 84-112	|	 	|	688354
1	|	Campylobacter hominis ATCC BAA-381	|	 	|	360107
3	|	Campylobacter iguaniorum 1485E	|	 	|	 
1	|	Campylobacter insulaenigrae NCTC 12927	|	 	|	1031564
1	|	Campylobacter jejuni 32488	|	 	|	1338035
1	|	Campylobacter jejuni 4031	|	 	|	1347340
1	|	Campylobacter jejuni RM1221	|	 	|	195099
1	|	Campylobacter jejuni subsp. doylei 269.97	|	 	|	360109
3	|	Campylobacter jejuni subsp. jejuni 00-0949	|	 	|	 
3	|	Campylobacter jejuni subsp. jejuni 00-1597	|	 	|	 
1	|	Campylobacter jejuni subsp. jejuni 00-2425	|	 	|	1357994
1	|	Campylobacter jejuni subsp. jejuni 00-2426	|	 	|	1380767
1	|	Campylobacter jejuni subsp. jejuni 00-2538	|	 	|	1380768
